GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,"v_CA1996_2: Population, 1996"
4620630.01,CT,Laval,1.1921482206223,3604,1256,1255,3604
4620630.02,CT,Laval,2.1961812792902,5003,1723,1715,5003
4620631.00,CT,Laval,24.3820428881597,1508,503,500,1508
4620632.01,CT,Laval,1.50899690097249,5120,1892,1890,5120
4620632.02,CT,Laval,1.87456859297329,4777,1767,1760,4777
4620632.03,CT,Laval,4.12174447705096,5387,2071,2065,5387
4620632.04,CT,Laval,1.84638104545307,7174,2803,2795,7174
4620633.00,CT,Laval,1.60246945988941,5333,2339,2335,5333
4620634.00,CT,Laval,0.821080745334953,2958,1215,1210,2958
4620635.00,CT,Laval,1.03204723547065,5486,2569,2570,5486
4620636.00,CT,Laval,2.22730430983502,6277,2478,2470,6277
4620637.01,CT,Laval,1.57583387485808,5420,1838,1840,5420
4620637.02,CT,Laval,1.44196158987606,2735,1362,1355,2735
4620638.01,CT,Laval,0.89206715656364,5604,2486,2475,5604
4620638.02,CT,Laval,0.459513296193063,2088,825,825,2088
4620638.03,CT,Laval,0.673473296002388,4219,1697,1695,4219
4620638.04,CT,Laval,0.824693731003165,6321,2882,2875,6321
4620639.00,CT,Laval,1.33956325729275,3487,1522,1520,3487
4620640.00,CT,Laval,0.805508970833927,3318,1394,1390,3318
4620641.01,CT,Laval,1.31015472162616,7026,3244,3210,7026
4620641.02,CT,Laval,1.35227538421738,2209,805,805,2209
4620642.00,CT,Laval,9.51334448244965,6890,2897,2890,6890
4620643.00,CT,Laval,8.25032437252247,5991,2947,2935,5991
4620644.00,CT,Laval,1.4396679475323,1070,452,450,1070
4620645.00,CT,Laval,1.54498088810873,5187,2685,2685,5187
4620646.01,CT,Laval,0.511750284446239,3222,1307,1300,3222
4620646.02,CT,Laval,0.606111779649735,3398,1343,1330,3398
4620646.03,CT,Laval,0.49392399845016,3343,1573,1560,3343
4620647.01,CT,Laval,0.311681632812068,3036,1818,1800,3036
4620647.02,CT,Laval,1.61632880011213,5991,2482,2470,5991
4620648.00,CT,Laval,1.13132886552423,5187,1830,1830,5187
4620649.01,CT,Laval,1.51547219844294,2870,913,915,2870
4620649.02,CT,Laval,1.3116017467382,5818,1860,1860,5818
4620650.01,CT,Laval,0.757107190309942,4786,1551,1545,4786
4620650.02,CT,Laval,0.717096156375974,3993,1384,1385,3993
4620650.03,CT,Laval,2.69222934760988,5032,1623,1620,5032
4620651.00,CT,Laval,7.357901437015,9856,3144,3145,9856
4620652.01,CT,Laval,3.06133858443129,5304,1786,1785,5304
4620652.02,CT,Laval,11.8453288142818,6414,2264,2240,6414
4620652.03,CT,Laval,3.75518179489565,7348,2477,2475,7348
4620653.00,CT,Laval,0.621233501885891,978,367,365,978
4620654.00,CT,Laval,1.70343352599922,742,276,270,742
4620655.01,CT,Laval,1.52654106187413,3870,1428,1425,3870
4620655.02,CT,Laval,2.46263944306108,5763,2010,2000,5763
4620656.01,CT,Laval,6.20956826247266,5695,2046,2040,5695
4620656.02,CT,Laval,5.80997083147088,6231,2150,2150,6231
4620657.01,CT,Laval,1.89849993049312,3467,1279,1275,3467
4620657.02,CT,Laval,1.52562268684673,5778,1988,1985,5778
4620657.03,CT,Laval,1.79228840729058,3723,1087,1085,3723
4620658.01,CT,Laval,1.2504587030555,5064,1678,1675,5064
4620658.02,CT,Laval,0.894781158306867,3581,1145,1145,3581
4620658.03,CT,Laval,5.75183935646666,5993,2086,2080,5993
4620659.01,CT,Laval,4.02189157536003,9968,3707,3705,9968
4620659.02,CT,Laval,3.44029169297504,6031,2281,2275,6031
4620659.03,CT,Laval,8.62845027732474,7774,2645,2645,7774
4620660.01,CT,Laval,2.06833158668041,3509,1089,1085,3509
4620660.02,CT,Laval,1.41157375045791,5439,1913,1910,5439
4620660.03,CT,Laval,2.62219199932814,4972,1609,1605,4972
4620661.01,CT,Laval,5.55774233165123,6855,2306,2305,6855
4620661.02,CT,Laval,20.4084860124042,6866,2322,2315,6866
4620662.00,CT,Laval,28.7895315447036,4606,1559,1555,4606
4620675.00,CT,Repentigny,3.5757206679072,5341,2463,2450,5341
4620676.01,CT,Repentigny,1.50708331050736,3660,1331,1330,3660
4620676.02,CT,Repentigny,1.15207151010501,3217,1101,1095,3217
4620676.03,CT,Repentigny,1.19064052029824,2815,913,915,2815
4620676.04,CT,Repentigny,1.46959475965548,3637,1126,1125,3637
4620677.01,CT,Repentigny,2.31875075206213,6485,2425,2425,6485
4620677.02,CT,Repentigny,2.21537588298798,5788,2339,2335,5788
4620677.03,CT,Repentigny,2.82186353135204,6672,2172,2170,6672
4620677.04,CT,Repentigny,6.19245371145212,10852,3639,3640,10852
4620677.05,CT,Repentigny,1.87585147489309,5357,1607,1605,5357
4620681.00,CT,Saint-Sulpice,35.5395175930628,3307,1147,1135,3307
4620682.01,CT,Le Gardeur,25.1752432988112,14095,4606,4605,14095
4620682.02,CT,Le Gardeur,12.1165347939664,2758,1009,1010,2758
4620683.00,CT,Charlemagne,1.94663538632824,5739,2225,2220,5739
4620684.01,CT,Lachenaie,30.8696047088585,8287,2717,2715,8287
4620684.02,CT,Lachenaie,11.6287283668869,10202,3343,3340,10202
4620685.01,CT,Mascouche,18.4203977028881,13819,4427,4425,13819
4620685.02,CT,Mascouche,56.2527099861231,3671,1267,1260,3671
4620686.00,CT,Mascouche,32.0565186618949,10607,3400,3400,10607
4620687.01,CT,Terrebonne,2.65599193343878,4169,1341,1340,4169
4620687.02,CT,Terrebonne,43.3386888082867,6428,2133,2130,6428
4620687.03,CT,Terrebonne,15.3632183364975,3185,1107,1105,3185
4620687.04,CT,Terrebonne,1.89939803430657,5600,1806,1805,5600
4620687.05,CT,Terrebonne,4.69913744990861,9834,3190,3185,9834
4620688.00,CT,Sainte-Anne-des-Plaines,94.7183404185867,12908,4013,4015,12908
4620689.00,CT,La Plaine,38.3624856239323,14413,4567,4565,14413
4620690.00,CT,Saint-Antoine-de-Lavaltrie,65.170863228611,4385,1535,1530,4385
4620691.00,CT,Lavaltrie,2.52480505394143,5821,1968,1965,5821
4620692.00,CT,L'Assomption,65.1430164241785,5736,1901,1900,5736
4620693.00,CT,L'Assomption,2.20217017369103,5630,2166,2155,5630
4620694.00,CT,Saint-Gérard-Majella,33.3271282514127,4207,1397,1390,4207
4620700.01,CT,Terrebonne,1.27425654743336,5097,2160,2160,5097
4620700.02,CT,Terrebonne,3.30311018089414,7901,3184,3180,7901
4620701.00,CT,Bois-des-Filion,4.22947247809267,7124,2546,2540,7124
4620702.01,CT,Lorraine,2.16921822737801,2170,714,710,2170
4620702.02,CT,Lorraine,3.91230945450985,6706,2032,2035,6706
4620703.01,CT,Rosemère,6.31324636198726,8202,2635,2630,8202
4620703.02,CT,Rosemère,4.46542073811251,3823,1391,1385,3823
4620704.01,CT,Boisbriand,1.82291867376129,4861,2014,2015,4861
4620704.02,CT,Boisbriand,9.25790487017898,12973,4246,4245,12973
4620704.03,CT,Boisbriand,17.0780507890995,7393,2364,2360,7393
4620705.00,CT,Sainte-Thérèse,3.55233790283966,8099,3067,3065,8099
4620706.00,CT,Sainte-Thérèse,1.38383923282146,3149,1563,1560,3149
4620707.00,CT,Sainte-Thérèse,1.85869970867419,4213,1952,1925,4213
4620708.00,CT,Sainte-Thérèse,2.76031139706206,8016,3265,3245,8016
4620709.00,CT,Blainville,6.02281551426747,8758,3106,3100,8758
4620710.00,CT,Blainville,49.3250621790969,20845,7012,7005,20845
4620725.01,CT,Saint-Eustache,4.14941363471278,7622,2538,2535,7622
4620725.02,CT,Saint-Eustache,58.9567398596417,10033,3223,3220,10033
4620726.01,CT,Saint-Eustache,1.77452186705053,6916,2584,2580,6916
4620726.02,CT,Saint-Eustache,2.18185200990748,7757,2846,2840,7757
4620727.00,CT,Saint-Eustache,2.6194410570634,7520,3188,3180,7520
4620728.00,CT,Deux-Montagnes,4.61201625184608,12143,4237,4230,12143
4620729.00,CT,Deux-Montagnes,1.58221554777184,3810,1542,1525,3810
4620730.00,CT,Sainte-Marthe-sur-le-Lac,9.30358479318792,8295,2935,2910,8295
4620731.00,CT,Pointe-Calumet,5.01106182857537,5443,1976,1975,5443
4620732.00,CT,Oka,111.658702545886,7942,2759,2755,7942
4620733.00,CT,Mirabel,285.556626864852,5520,1978,1940,5520
4620734.00,CT,Mirabel,192.612826343933,9580,3337,3335,9580
4620735.00,CT,Mirabel,62.3212392303008,9068,3252,3250,9068
4620740.00,CT,Gore,191.759329192194,6702,2538,2535,6702
4620750.00,CT,Notre-Dame-de-l'Île-Perrot,35.7941154633429,18214,6821,6795,18214
4620751.01,CT,Pincourt,3.2094065228522,5398,1887,1885,5398
4620751.02,CT,Pincourt,4.45149163262844,4625,1475,1475,4625
4620755.00,CT,Vaudreuil-Dorion,3.53569930785834,5641,2272,2265,5641
4620756.01,CT,Vaudreuil-Dorion,5.02286295631823,7707,2929,2915,7707
4620756.02,CT,Vaudreuil-Dorion,10.7336601480586,678,241,240,678
4620756.03,CT,Vaudreuil-Dorion,57.8984212712078,6399,2285,2255,6399
4620757.00,CT,Hudson,21.9831868334584,4796,1928,1920,4796
4620758.00,CT,Saint-Lazare,67.4362056378713,11193,3671,3670,11193
4620760.00,CT,Les Cèdres,78.2725469230681,4641,1650,1645,4641
4620775.00,CT,Léry,10.4677244805441,2410,895,890,2410
4620776.00,CT,Beauharnois,20.2194693730752,5723,2362,2355,5723
4620777.00,CT,Beauharnois,48.6914020829498,5804,2224,2220,5804
4620780.00,CT,Saint-Jérôme,1.46027157335563,3613,1542,1540,3613
4620781.00,CT,Saint-Jérôme,2.28039424602646,5067,2688,2645,5067
4620782.00,CT,Saint-Jérôme,2.59787405976629,3101,1422,1420,3101
4620783.00,CT,Saint-Jérôme,5.04823083496833,4472,2059,2050,4472
4620784.00,CT,Saint-Jérôme,1.16160004995251,3815,1859,1850,3815
4620785.00,CT,Saint-Jérôme,3.51941538312316,3848,1722,1710,3848
4620786.00,CT,Saint-Antoine,3.35709213350333,5116,1898,1895,5116
4620787.00,CT,Saint-Antoine,6.5505109369316,5690,2197,2190,5690
4620788.00,CT,Lafontaine,2.17723609405264,4564,1958,1950,4564
4620789.00,CT,Lafontaine,13.2170356191269,4444,1540,1540,4444
4620790.00,CT,Bellefeuille,15.0871855014178,4094,1604,1565,4094
4620791.00,CT,Bellefeuille,4.26121399981962,4937,1719,1715,4937
4620792.00,CT,Bellefeuille,31.680927332305,3772,1331,1325,3772
4620800.00,CT,Châteauguay,5.18973989754319,7712,2861,2860,7712
4620801.00,CT,Châteauguay,2.6248916241675,7288,2631,2630,7288
4620802.00,CT,Châteauguay,5.76830815904588,3793,1340,1340,3793
4620804.00,CT,Châteauguay,12.7545391555,7397,2618,2615,7397
4620805.00,CT,Châteauguay,3.21059776864475,7164,2606,2605,7164
4620806.01,CT,Châteauguay,1.61627231610104,3235,1193,1190,3235
4620806.02,CT,Châteauguay,4.85564396136462,4834,1566,1565,4834
4620807.00,CT,Mercier,46.6580235245284,9059,3068,3065,9059
4620825.01,CT,Brossard,12.7778174362761,6310,2082,2080,6310
4620825.02,CT,Brossard,0.948943865749121,4348,1516,1500,4348
4620825.03,CT,Brossard,1.33013106911087,5412,2169,2165,5412
4620825.04,CT,Brossard,1.75952422324413,5572,1948,1940,5572
4620825.05,CT,Brossard,1.70948031019542,4945,1881,1870,4945
4620826.01,CT,Brossard,2.64506660533881,8192,2679,2675,8192
4620826.02,CT,Brossard,1.69885064839023,5102,1726,1725,5102
4620826.03,CT,Brossard,5.38743152858335,14889,4415,4410,14889
4620826.04,CT,Brossard,16.4182904283106,8589,2960,2955,8589
4620827.01,CT,La Prairie,39.9389796399321,10065,3323,3320,10065
4620827.02,CT,La Prairie,3.30400004182652,7063,3031,3025,7063
4620828.01,CT,Candiac,5.84563599600542,7563,2833,2835,7563
4620828.02,CT,Candiac,11.6089450381902,4242,1287,1285,4242
4620829.00,CT,Delson,7.24683177254349,6703,2298,2295,6703
4620830.00,CT,Sainte-Catherine,10.1572879174375,13724,4854,4850,13724
4620831.01,CT,Saint-Constant,5.87609628742027,14372,4742,4740,14372
4620831.02,CT,Saint-Constant,51.5307865762966,7561,2440,2440,7561
4620832.00,CT,Kahnawake 14,51.3381551943366,0,0,0,x
4620833.00,CT,Saint-Philippe,93.2629041892452,5581,1970,1970,5581
4620834.00,CT,Saint-Isidore,52.3434449111145,2401,823,820,2401
4620850.01,CT,Chambly,4.21873607263511,5637,1837,1840,5637
4620850.02,CT,Chambly,17.6416663589194,9325,3301,3295,9325
4620851.00,CT,4620851.00,3.32392447462058,4754,1960,1960,4754
4620852.01,CT,Carignan,55.0321632183336,4881,1644,1640,4881
4620852.02,CT,Carignan,8.14966319393144,733,284,280,733
4620853.01,CT,Saint-Basile-le-Grand,16.0205992433864,8015,2582,2580,8015
4620853.02,CT,Saint-Basile-le-Grand,20.013095927763,3756,1356,1355,3756
4620854.01,CT,Saint-Bruno-de-Montarville,2.85588494182406,5623,1860,1855,5623
4620854.02,CT,Saint-Bruno-de-Montarville,20.2736474102496,5999,1940,1930,5999
4620855.01,CT,Saint-Bruno-de-Montarville,7.86358720095084,5384,1789,1785,5384
4620855.02,CT,Saint-Bruno-de-Montarville,12.1366075628634,6708,2719,2705,6708
4620856.00,CT,Saint-Hubert,15.9448852123199,2027,692,685,2027
4620857.01,CT,Saint-Hubert,1.5059383890577,5421,1886,1885,5421
4620857.02,CT,Saint-Hubert,1.17235758587913,4639,1560,1555,4639
4620857.03,CT,Saint-Hubert,11.5482510500252,11773,3826,3825,11773
4620857.04,CT,Saint-Hubert,12.7806719718704,10528,3662,3660,10528
4620857.05,CT,Saint-Hubert,3.22871656301314,7630,2563,2560,7630
4620858.01,CT,Saint-Hubert,1.49691649105006,5062,1649,1645,5062
4620858.02,CT,Saint-Hubert,1.16729939816475,4338,1476,1475,4338
4620858.03,CT,Saint-Hubert,12.7830950482184,7457,2311,2310,7457
4620859.00,CT,Brossard,0.741517078415155,2568,917,935,2568
4620860.01,CT,Greenfield Park,1.68592552145201,6697,2189,2190,6697
4620860.02,CT,Greenfield Park,1.19894918852663,4222,1559,1555,4222
4620861.00,CT,Greenfield Park,1.90825100602186,6418,2939,2925,6418
4620862.00,CT,Saint-Lambert,2.24883799516552,6972,3435,3435,6972
4620863.01,CT,Saint-Lambert,1.42012524360381,3595,1543,1540,3595
4620863.02,CT,Saint-Lambert,1.90706148834035,5024,2642,2630,5024
4620864.00,CT,Saint-Lambert,2.00347946972013,5380,2152,2145,5380
4620865.00,CT,LeMoyne,0.43437184858048,1771,865,860,1771
4620866.00,CT,LeMoyne,0.464825983772993,3281,1639,1630,3281
4620867.00,CT,Saint-Hubert,1.50294672025466,6161,2752,2745,6161
4620868.01,CT,Saint-Hubert,1.56323970743722,6213,2095,2095,6213
4620868.02,CT,Saint-Hubert,1.19916629090451,5793,2269,2265,5793
4620869.00,CT,Longueuil,1.05574449812984,3398,1225,1225,3398
4620870.01,CT,Longueuil,1.04004258069497,4144,1548,1545,4144
4620870.02,CT,Longueuil,0.600686599244282,2358,998,990,2358
4620871.01,CT,Longueuil,0.734933014745235,4043,1740,1740,4043
4620871.02,CT,Longueuil,0.474192847533047,2204,795,785,2204
4620872.00,CT,Longueuil,1.744079539572,6585,2696,2690,6585
4620873.01,CT,Longueuil,0.422247165277302,4547,1853,1850,4547
4620873.02,CT,Longueuil,0.658203132591546,4734,2066,2055,4734
4620874.00,CT,Longueuil,0.851958653327763,5148,2132,2125,5148
4620875.00,CT,Longueuil,0.725282517229915,5045,2417,2395,5045
4620876.01,CT,Longueuil,0.743943200948715,3821,1523,1520,3821
4620876.02,CT,Longueuil,7.22117605637109,11637,3972,3965,11637
4620876.03,CT,Longueuil,1.93801204107501,7194,2612,2600,7194
4620877.00,CT,Longueuil,6.69723981714642,9732,3823,3810,9732
4620878.00,CT,Longueuil,1.06909737473816,5350,2496,2475,5350
4620879.01,CT,Longueuil,0.622921775819242,3155,1511,1510,3155
4620879.02,CT,Longueuil,0.771353926147819,3974,1939,1920,3974
4620880.00,CT,Longueuil,0.905415118672162,4118,1994,1985,4118
4620881.01,CT,Longueuil,0.550732261947244,3577,1657,1650,3577
4620881.02,CT,Longueuil,0.624522045044795,3774,1758,1750,3774
4620882.00,CT,Longueuil,0.733989190719247,2736,1286,1285,2736
4620883.00,CT,Longueuil,0.975552281977832,2435,1200,1190,2435
4620884.01,CT,Longueuil,0.714260937719822,2971,1553,1515,2971
4620884.02,CT,Longueuil,1.8548237756846,7195,4141,4115,7195
4620885.00,CT,Longueuil,1.57686353848141,3781,1796,1755,3781
4620886.00,CT,Longueuil,8.79800463266337,10321,4157,4150,10321
4620887.01,CT,Boucherville,14.3805195319722,9736,3596,3590,9736
4620887.02,CT,Boucherville,13.7433627581276,7499,2497,2490,7499
4620888.00,CT,Boucherville,34.7241882133331,7170,2201,2200,7170
4620889.01,CT,Boucherville,1.39962049948376,2881,1204,1200,2881
4620889.02,CT,Boucherville,4.02659272179222,2930,1056,1055,2930
4620889.03,CT,Boucherville,3.4227912786842,4773,1797,1795,4773
4620900.00,CT,Beloeil,2.18724152997255,4939,1955,1945,4939
4620901.01,CT,Beloeil,2.43808802083689,4725,1866,1865,4725
4620901.02,CT,Beloeil,1.59391293962544,4873,1675,1670,4873
4620901.03,CT,Beloeil,17.9769829383669,4757,1462,1465,4757
4620902.00,CT,McMasterville,3.09876395628852,3813,1352,1350,3813
4620903.01,CT,Sainte-Julie,21.4901040214683,7445,2701,2690,7445
4620903.02,CT,Sainte-Julie,8.48094645096537,12653,4137,4135,12653
4620903.03,CT,Saint-Amable,96.7924388570014,13180,4300,4300,13180
4620904.01,CT,Varennes,75.4972525195287,15166,4948,4945,15166
4620904.02,CT,Varennes,16.7070921941658,3676,1496,1485,3676
4620926.00,CT,Richelieu,82.3672576990449,8725,3172,3165,8725
4620929.00,CT,Otterburn Park,5.37581332566771,7320,2591,2585,7320
4620930.01,CT,Mont-Saint-Hilaire,28.6843712789556,7852,2890,2890,7852
4620930.02,CT,Mont-Saint-Hilaire,15.862223256338,5212,1993,1990,5212
