GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,v_CA01_737: Employed,v_CA01_738: Unemployed
4620659.07,CT,Laval,2.2924,6841,2466,2445,4130,125
4620660.01,CT,Laval,2.0001,4511,1470,1410,2570,65
4620660.02,CT,Laval,1.4222,5216,1958,1930,2725,185
4620660.03,CT,Laval,2.5381,6068,2051,1980,3265,110
4620661.01,CT,Laval,5.5731,6953,2438,2410,3750,165
4620661.02,CT,Laval,20.2857,7405,2646,2595,4125,205
4620662.00,CT,Laval,28.7336,4547,1641,1605,2255,165
4620675.00,CT,Repentigny,3.2412,5256,2560,2510,2360,160
4620676.01,CT,Repentigny,1.5197,3546,1387,1360,1520,55
4620676.02,CT,Repentigny,1.1469,3083,1112,1110,1645,65
4620676.03,CT,Repentigny,1.2035,2679,925,920,1285,75
4620676.04,CT,Repentigny,1.4703,3455,1156,1145,1985,105
4620677.01,CT,Repentigny,2.265,6450,2565,2540,3220,200
4620677.02,CT,Repentigny,2.2563,5753,2528,2500,3050,170
4620677.03,CT,Repentigny,2.7727,7080,2460,2405,3880,175
4620677.05,CT,Repentigny,1.8455,5256,1640,1625,3005,100
4620677.06,CT,Repentigny,2.7185,2004,643,610,1135,25
4620677.07,CT,Repentigny,1.0373,4501,1609,1600,2540,110
4620677.08,CT,Repentigny,2.4884,5487,1914,1880,3110,140
4620681.00,CT,Saint-Sulpice,36.3606,3343,1266,1200,1610,110
4620682.02,CT,Le Gardeur,12.1421,2733,1059,1035,1340,135
4620682.03,CT,Le Gardeur,21.654,4315,1565,1510,2365,115
4620682.04,CT,Le Gardeur,1.0868,3805,1322,1310,2025,55
4620682.05,CT,Le Gardeur,0.774,3459,1141,1135,1875,90
4620682.06,CT,Le Gardeur,1.6288,3356,1079,1065,1850,50
4620683.00,CT,Charlemagne,2.1641,5662,2420,2375,2780,210
4620684.03,CT,Lachenaie,17.1407,4554,1473,1450,2485,80
4620684.04,CT,Lachenaie,13.3796,5876,2101,2045,3275,165
4620684.05,CT,Lachenaie,3.93,5035,1687,1655,2855,80
4620684.06,CT,Lachenaie,7.7093,6244,2257,2225,3420,190
4620685.02,CT,Mascouche,56.4245,3771,1364,1330,1950,120
4620685.03,CT,Mascouche,7.794,4044,1479,1465,2110,120
4620685.04,CT,Mascouche,0.8449,3526,1102,1095,1995,55
4620685.05,CT,Mascouche,2.7438,3700,1278,1255,1900,90
4620685.06,CT,Mascouche,6.9661,3961,1262,1250,2075,120
4620686.01,CT,Mascouche,25.9091,3545,1256,1225,1860,125
4620686.02,CT,Mascouche,3.9593,3546,1189,1165,1615,145
4620686.03,CT,Mascouche,2.0448,3463,1172,1155,1895,100
4620687.01,CT,Terrebonne,3.1228,4051,1407,1385,2150,150
4620687.02,CT,Terrebonne,42.4473,6766,2357,2280,3370,150
4620687.03,CT,Terrebonne,15.734,3740,1394,1345,2045,125
4620687.04,CT,Terrebonne,1.7595,5340,1828,1800,2920,125
4620687.06,CT,Terrebonne,2.8124,4485,1701,1665,2480,120
4620687.07,CT,Terrebonne,1.8756,6262,1993,1970,3400,155
4620688.01,CT,Sainte-Anne-des-Plaines,3.7082,9885,3403,3305,4785,310
4620688.02,CT,Sainte-Anne-des-Plaines,89.125,3023,879,840,1295,65
4620689.01,CT,La Plaine,2.8335,4146,1358,1340,2175,175
4620689.02,CT,La Plaine,1.5993,3188,1032,1010,1480,100
4620689.03,CT,La Plaine,3.8187,4169,1388,1345,2020,155
4620689.04,CT,La Plaine,31.958,4170,1408,1370,1985,140
4620690.00,CT,Saint-Antoine-de-Lavaltrie,65.3274,5196,1895,1815,2435,215
4620691.00,CT,Lavaltrie,2.81,5967,2109,2065,2760,115
4620692.00,CT,L'Assomption,64.0091,5884,2034,2000,3235,130
4620693.00,CT,L'Assomption,2.0144,5344,2225,2175,2525,180
4620694.00,CT,L'Assomption,32.9679,4387,1537,1490,2310,115
4620700.01,CT,Terrebonne,1.316,4871,2234,2185,2130,140
4620700.03,CT,Terrebonne,1.5686,2967,1234,1205,1430,160
4620700.04,CT,Terrebonne,1.5498,4667,2153,2090,2385,180
4620701.00,CT,Bois-des-Filion,4.081,7712,2891,2810,4015,270
4620702.01,CT,Lorraine,2.1304,2446,821,815,1385,70
4620702.02,CT,Lorraine,3.8947,7030,2235,2195,3815,155
4620703.02,CT,Rosemère,4.4477,3847,1486,1415,1890,105
4620703.03,CT,Rosemère,3.0399,3982,1383,1340,1985,60
4620703.04,CT,Rosemère,3.2454,5562,1790,1740,2875,140
4620704.01,CT,Boisbriand,1.8077,4983,2229,2170,2710,145
4620704.03,CT,Boisbriand,16.9811,8301,2647,2590,3935,210
4620704.04,CT,Boisbriand,1.7716,5137,1666,1645,2730,125
4620704.05,CT,Boisbriand,4.9345,6503,2250,2200,3555,105
4620704.06,CT,Boisbriand,2.3758,1805,703,670,870,75
4620705.01,CT,Sainte-Thérèse,1.6102,3780,1234,1225,2235,75
4620705.02,CT,Sainte-Thérèse,1.9557,4783,2245,2180,2630,110
4620706.00,CT,Sainte-Thérèse,1.3621,3150,1672,1615,1535,160
4620707.00,CT,Sainte-Thérèse,1.8586,4455,2207,2125,1905,200
4620708.01,CT,Sainte-Thérèse,1.1921,4838,2184,2090,2630,185
4620708.02,CT,Sainte-Thérèse,1.6082,3263,1337,1300,1750,60
4620709.01,CT,Blainville,3.7266,5040,1797,1725,2715,85
4620709.02,CT,Blainville,2.3458,4153,1674,1595,2180,145
4620710.01,CT,Blainville,34.6254,6301,2126,2055,3350,135
4620710.02,CT,Blainville,6.9682,7023,2370,2240,3815,140
4620710.03,CT,Blainville,3.0834,5911,2098,2035,3025,225
4620710.04,CT,Blainville,4.6588,7601,2718,2640,4055,225
4620725.03,CT,Saint-Eustache,1.562,3855,1398,1380,2165,145
4620725.04,CT,Saint-Eustache,2.839,3450,1248,1210,2020,45
4620725.05,CT,Saint-Eustache,6.8047,9730,3258,3190,5565,195
4620725.06,CT,Saint-Eustache,51.959,1750,621,600,875,30
4620726.01,CT,Saint-Eustache,1.8731,6648,2681,2625,3440,210
4620726.03,CT,Saint-Eustache,1.3085,5231,2216,2160,2605,180
4620726.04,CT,Saint-Eustache,0.7842,2229,698,695,1165,60
4620727.01,CT,Saint-Eustache,1.1189,3372,1661,1580,1615,125
4620727.02,CT,Saint-Eustache,1.5623,4113,1677,1625,2075,130
4620728.01,CT,Deux-Montagnes,1.7496,6646,2432,2375,3670,210
4620728.02,CT,Deux-Montagnes,1.9814,3924,1476,1425,1880,190
4620728.03,CT,Deux-Montagnes,0.9237,2741,981,960,1285,95
4620729.00,CT,Deux-Montagnes,1.5032,3769,1633,1580,1765,140
4620730.01,CT,Sainte-Marthe-sur-le-Lac,6.3678,2750,930,900,1415,105
4620730.02,CT,Sainte-Marthe-sur-le-Lac,3.152,5992,2330,2230,2845,225
4620731.00,CT,Pointe-Calumet,4.8144,5604,2268,2085,2520,220
4620732.01,CT,Saint-Joseph-du-Lac,41.6442,4882,1704,1660,2585,110
4620732.02,CT,Oka,69.4615,3194,1296,1220,1650,40
4620733.00,CT,Mirabel,274.4591,5601,2263,2060,2830,105
4620734.01,CT,Mirabel,131.2017,5242,1975,1890,2510,120
4620734.02,CT,Mirabel,61.3453,7495,2671,2590,4045,160
4620735.01,CT,Mirabel,52.8326,4919,1859,1795,2535,130
4620735.02,CT,Mirabel,9.0566,5610,2086,2055,3055,190
4620740.00,CT,Gore,189.1429,8780,4258,3390,4320,300
4620750.01,CT,Notre-Dame-de-l'Île-Perrot,15.4038,3997,1519,1450,2215,70
4620750.02,CT,Notre-Dame-de-l'Île-Perrot,12.3418,4549,1564,1500,2560,120
4620750.03,CT,L'Île-Perrot,6.4845,11422,4792,4645,6185,340
4620751.01,CT,Pincourt,3.1984,5330,1991,1960,2630,155
4620751.02,CT,Pincourt,4.3414,4777,1617,1580,2605,85
4620755.00,CT,Vaudreuil-Dorion,26.5167,8379,3676,3500,4285,250
4620756.02,CT,Vaudreuil-Dorion,10.7853,718,267,255,370,30
4620756.03,CT,Vaudreuil-Dorion,34.1423,4488,1628,1545,2495,130
4620756.04,CT,Vaudreuil-Dorion,2.8039,3800,1438,1380,2045,45
4620756.05,CT,Vaudreuil-Dorion,2.2691,4468,1849,1780,2690,70
4620757.00,CT,Hudson,21.9487,4796,2030,1960,2210,135
4620758.01,CT,Saint-Lazare,39.4429,6468,2122,2080,3360,135
4620758.02,CT,Saint-Lazare,27.4955,6427,2239,2165,3325,170
4620760.00,CT,Les Cèdres,80.0395,5128,1915,1840,2750,105
4620775.00,CT,Léry,10.5304,2378,977,915,1105,80
4620776.00,CT,Maple Grove,8.2411,2628,1112,1070,1320,85
4620777.00,CT,Melocheville,67.4901,8836,3888,3765,4070,195
4620780.00,CT,Saint-Jérôme,1.469,3649,1634,1570,1615,145
4620781.00,CT,Saint-Jérôme,2.4232,4998,2800,2690,1685,230
4620782.00,CT,Saint-Jérôme,2.5923,3185,1505,1465,1480,175
4620783.00,CT,Saint-Jérôme,4.9486,4609,2253,2215,1705,230
4620784.00,CT,Saint-Jérôme,1.2479,3990,2028,1955,1500,225
4620785.00,CT,Saint-Jérôme,3.6507,4152,1921,1870,1765,275
4620786.00,CT,Saint-Antoine,3.3915,5082,2008,1970,2420,180
4620787.00,CT,Saint-Antoine,6.5387,6406,2611,2555,3345,195
4620788.00,CT,Lafontaine,2.1954,4703,2188,2130,2250,210
4620789.00,CT,Lafontaine,12.1724,4774,1825,1780,2625,110
4620790.00,CT,Bellefeuille,14.6803,4583,1791,1745,2495,180
4620791.00,CT,Bellefeuille,4.5389,5665,2058,2015,3240,110
4620792.00,CT,Bellefeuille,31.0253,3818,1478,1410,1915,165
4620800.01,CT,Châteauguay,3.6129,3600,1347,1325,1660,95
4620800.02,CT,Châteauguay,1.6595,4316,1850,1815,1845,135
4620801.00,CT,Châteauguay,2.6142,7087,2744,2680,3240,190
4620802.00,CT,Châteauguay,5.9,3688,1338,1295,1865,65
4620804.00,CT,Châteauguay,12.6877,7540,2851,2810,3840,150
4620805.00,CT,Châteauguay,3.2226,7035,2729,2655,3135,250
4620806.01,CT,Châteauguay,1.6245,3065,1216,1185,1575,120
4620806.02,CT,Châteauguay,4.7474,4672,1607,1595,2235,155
4620807.01,CT,Mercier,19.2553,6013,2066,2030,3120,120
4620807.02,CT,Mercier,26.8474,3429,1260,1225,1770,50
4620825.01,CT,Brossard,12.8422,6263,2185,2150,3035,155
4620825.02,CT,Brossard,0.9372,4088,1563,1535,2185,230
4620825.03,CT,Brossard,1.3256,5418,2294,2245,2680,180
4620825.04,CT,Brossard,1.7316,5285,1985,1960,2440,230
4620825.05,CT,Brossard,1.8562,4743,1901,1870,2145,225
4620826.02,CT,Brossard,1.6875,4794,1750,1725,2525,155
4620826.05,CT,Brossard,1.7105,4106,1474,1425,2210,145
4620826.06,CT,Brossard,1.1296,4105,1508,1485,2020,200
4620826.07,CT,Brossard,0.9176,3343,1254,1240,1750,70
4620826.08,CT,Brossard,1.2327,3646,1241,1225,2265,115
4620826.09,CT,Brossard,1.3274,3686,1062,1035,1795,125
4620826.10,CT,Brossard,2.1214,4225,1305,1265,2165,130
4620826.11,CT,Brossard,1.0638,4392,1830,1810,2205,130
4620826.12,CT,Brossard,15.2574,4469,1490,1440,2390,140
4620827.02,CT,La Prairie,3.8397,7255,3428,3345,3660,220
4620827.03,CT,La Prairie,4.348,7242,2324,2305,3975,125
4620827.04,CT,La Prairie,35.7262,4399,1734,1695,2435,110
4620828.02,CT,Candiac,11.6165,5087,1657,1625,2790,95
4620828.03,CT,Candiac,2.9105,3736,1438,1410,1970,90
4620828.04,CT,Candiac,3.0072,3852,1607,1585,2390,100
4620829.00,CT,Delson,7.1939,7024,2566,2525,3705,285
4620830.01,CT,Sainte-Catherine,7.3699,7111,2644,2590,3760,230
4620830.02,CT,Sainte-Catherine,2.8501,8842,3247,3210,4845,230
4620831.03,CT,Saint-Constant,2.0756,4601,1696,1675,2265,270
4620831.04,CT,Saint-Constant,1.7266,5184,1768,1755,2750,160
4620831.05,CT,Saint-Constant,1.9035,4739,1502,1490,2465,100
4620831.06,CT,Saint-Constant,6.1777,7200,2394,2375,3980,185
4620831.07,CT,Saint-Mathieu,77.0247,2814,1113,1050,1460,50
4620832.00,CT,Kahnawake 14,51.4582,0,0,0,x,x
4620833.00,CT,Saint-Philippe,62.2321,3892,1445,1420,1990,140
4620834.00,CT,Saint-Isidore,51.9627,2371,877,850,1205,90
4620850.01,CT,Chambly,4.1783,5811,1954,1945,3035,140
4620850.03,CT,Chambly,1.5086,4206,1699,1670,2220,135
4620850.04,CT,Chambly,8.3668,2762,889,885,1520,55
4620850.05,CT,Chambly,7.7972,2783,953,940,1450,40
4620851.00,CT,4620851.00,3.3619,4780,2072,2030,2275,180
4620852.01,CT,Carignan,54.6194,5163,1877,1815,2840,130
4620852.02,CT,Carignan,7.9573,752,316,300,365,10
4620853.02,CT,Saint-Basile-le-Grand,20.125,4041,1545,1515,2245,90
4620853.03,CT,Saint-Basile-le-Grand,3.0769,3473,1209,1200,1940,95
4620853.04,CT,Saint-Basile-le-Grand,12.9018,4871,1638,1610,2750,130
4620854.01,CT,Saint-Bruno-de-Montarville,2.8109,5573,1952,1910,2940,70
4620854.02,CT,Saint-Bruno-de-Montarville,20.6955,6040,2090,2035,3335,150
4620855.01,CT,Saint-Bruno-de-Montarville,7.9316,5168,1810,1775,2785,130
4620855.02,CT,Saint-Bruno-de-Montarville,12.1877,7062,3076,2960,3670,140
4620856.00,CT,Saint-Hubert,15.8938,1724,804,680,945,65
4620857.01,CT,Saint-Hubert,1.5178,4927,1885,1805,2615,135
4620857.02,CT,Saint-Hubert,1.1776,4446,1615,1575,2245,190
4620857.06,CT,Saint-Hubert,1.4482,5888,2164,2060,3250,150
4620857.07,CT,Saint-Hubert,9.991,6207,2077,1985,3530,165
4620857.08,CT,Saint-Hubert,3.9081,3834,1768,1715,2040,95
4620857.09,CT,Saint-Hubert,2.3559,3605,1214,1180,2060,125
4620857.10,CT,Saint-Hubert,6.4827,3772,1288,1255,2065,145
4620857.11,CT,Saint-Hubert,2.1427,3327,1193,1170,1775,105
4620857.12,CT,Saint-Hubert,1.1011,3974,1408,1375,2075,150
4620858.01,CT,Saint-Hubert,1.5232,4775,1680,1630,2465,95
4620858.02,CT,Saint-Hubert,1.1997,4083,1512,1480,2025,140
4620858.03,CT,Saint-Hubert,12.9019,7554,2526,2465,4150,285
4620859.00,CT,Brossard,0.7395,2463,953,935,1155,75
4620860.01,CT,Greenfield Park,1.6777,6514,2331,2260,3340,255
4620860.02,CT,Greenfield Park,1.1936,4005,1602,1550,1750,140
4620861.00,CT,Greenfield Park,1.9062,6459,3247,3085,2870,340
4620862.00,CT,Saint-Lambert,2.3863,6877,3689,3500,3310,135
4620863.01,CT,Saint-Lambert,1.4835,3323,1557,1485,1550,70
4620863.02,CT,Saint-Lambert,2.1286,5637,3073,2920,2400,110
4620864.00,CT,Saint-Lambert,2.1524,5214,2194,2110,2700,120
4620865.00,CT,LeMoyne,0.5046,1712,951,870,780,90
4620866.00,CT,LeMoyne,0.4958,3143,1754,1640,1585,115
4620867.00,CT,Saint-Hubert,1.5145,6312,3035,2910,3250,295
4620868.01,CT,Saint-Hubert,1.5934,5775,2143,2080,2915,275
4620868.02,CT,Saint-Hubert,1.2298,5709,2417,2325,2725,285
4620869.00,CT,Longueuil,1.0771,3300,1295,1285,1585,95
4620870.01,CT,Longueuil,1.0485,4028,1641,1565,1895,220
4620870.02,CT,Longueuil,0.5932,2345,1044,1010,1045,120
4620871.01,CT,Longueuil,0.7271,3921,1832,1795,1770,135
4620871.02,CT,Longueuil,0.4718,2109,829,805,1080,60
4620872.00,CT,Longueuil,1.7252,6133,2872,2645,3040,235
4620873.01,CT,Longueuil,0.4221,4524,2034,1925,1970,260
4620873.02,CT,Longueuil,0.656,4494,2206,2055,2155,290
4620874.00,CT,Longueuil,0.8599,5049,2323,2230,2205,270
4620875.00,CT,Longueuil,0.723,5066,2608,2510,2515,215
4620876.01,CT,Longueuil,0.7449,4062,1763,1690,1635,245
4620876.03,CT,Longueuil,1.9981,7680,3037,2955,4195,335
4620876.04,CT,Longueuil,2.3308,5709,1904,1885,3170,150
4620876.05,CT,Longueuil,4.7522,6697,2637,2590,3620,150
4620877.01,CT,Longueuil,5.0827,4480,1810,1780,2565,100
4620877.02,CT,Longueuil,1.4878,5835,2450,2395,2860,230
4620878.00,CT,Longueuil,1.0817,5254,2668,2595,2505,260
4620879.01,CT,Longueuil,0.6202,3120,1626,1560,1380,215
4620879.02,CT,Longueuil,0.7649,3888,2024,1975,2075,125
4620880.00,CT,Longueuil,0.9029,4192,2185,2120,2135,150
4620881.01,CT,Longueuil,0.5394,3378,1752,1605,1555,220
4620881.02,CT,Longueuil,0.6119,3608,1867,1710,1815,180
4620882.00,CT,Longueuil,0.7162,2550,1359,1220,1210,135
4620883.00,CT,Longueuil,1.0265,2404,1484,1255,1305,130
4620884.01,CT,Longueuil,0.8668,2959,1666,1580,1420,160
4620884.02,CT,Longueuil,1.9197,7171,4329,4170,3075,185
4620885.00,CT,Longueuil,1.6144,3900,1894,1840,1760,140
4620886.01,CT,Longueuil,4.3972,3388,1520,1490,2045,100
4620886.02,CT,Longueuil,2.1278,3371,1278,1255,2015,75
4620886.03,CT,Longueuil,1.9537,3401,1508,1480,1790,100
4620887.02,CT,Boucherville,13.7302,9074,3359,3260,5440,215
4620887.03,CT,Boucherville,11.0978,3865,1303,1285,2020,85
4620887.04,CT,Boucherville,1.9578,5500,2365,2320,2885,110
4620888.00,CT,Boucherville,34.9771,7486,2502,2465,4055,130
4620889.01,CT,Boucherville,1.3944,2876,1272,1240,1325,90
4620889.02,CT,Boucherville,4.0171,2782,1092,1055,1460,55
4620889.03,CT,Boucherville,3.3407,4670,1881,1845,2360,140
4620900.00,CT,Beloeil,2.2566,4775,1990,1965,2285,175
4620901.01,CT,Beloeil,2.4407,4923,2019,1990,2480,140
4620901.02,CT,Beloeil,1.6636,4810,1749,1740,2650,135
4620901.03,CT,Beloeil,17.7279,4545,1496,1485,2440,165
4620902.00,CT,McMasterville,3.1026,3984,1497,1480,2120,160
4620903.01,CT,Sainte-Julie,10.0574,6474,2598,2520,3815,130
4620903.04,CT,Sainte-Julie,1.413,4325,1521,1505,2545,70
4620903.05,CT,Sainte-Julie,1.1402,4017,1370,1355,2235,75
4620903.06,CT,Sainte-Julie,5.8057,6708,2266,2185,3745,170
4620903.07,CT,Saint-Mathieu-de-Beloeil,70.5531,4213,1429,1395,2365,130
4620903.08,CT,Sainte-Julie,0.747,3079,1028,1015,1685,70
4620903.09,CT,Saint-Amable,13.8023,3657,1282,1245,1975,100
4620903.10,CT,Saint-Amable,22.9482,3621,1298,1245,1810,105
4620904.02,CT,Varennes,16.2349,3544,1535,1450,1970,50
4620904.03,CT,Varennes,71.6643,3911,1430,1385,2260,65
4620904.04,CT,Varennes,1.3511,4168,1346,1315,2250,95
4620904.05,CT,Varennes,1.3494,3802,1373,1335,2045,90
4620904.06,CT,Varennes,1.1814,4228,1335,1300,2390,75
4620926.01,CT,Richelieu,30.9267,4851,1931,1870,2350,145
4620926.02,CT,Saint-Mathias-sur-Richelieu,47.3138,4149,1605,1560,2195,125
4620929.00,CT,Otterburn Park,5.3476,7866,2917,2840,4230,205
4620930.02,CT,Mont-Saint-Hilaire,15.6857,5721,2371,2325,3300,160
4620930.03,CT,Mont-Saint-Hilaire,7.6006,2785,932,910,1500,95
4620930.04,CT,Mont-Saint-Hilaire,21.0081,5764,2211,2160,2865,110