GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,NHS Non Return Rate,"v_CA11N_2281: Number of owner households in non-farm, non-reserve private dwellings","v_CA11N_2288: Number of tenant households in non-farm, non-reserve private dwellings"
4620001.00,CT,Montréal,0.4583,2608,1398,1319,0.23800000000000002,620.0,705.0
4620002.00,CT,Montréal,0.38654,3039,1645,1549,0.09699999999999999,525.0,1025.0
4620003.00,CT,Montréal,0.7392,6238,3030,2870,0.113,1255.0,1615.0
4620004.00,CT,Montréal,0.45157,3261,1698,1615,0.223,615.0,995.0
4620005.00,CT,Montréal,0.56195,3163,1718,1632,0.19899999999999998,660.0,965.0
4620006.00,CT,Montréal,0.64759,4458,2124,2018,0.23600000000000002,535.0,1485.0
4620007.00,CT,Montréal,1.09935,5722,2936,2815,0.14800000000000002,1390.0,1425.0
4620008.00,CT,Montréal,0.62387,2943,1479,1403,0.231,670.0,730.0
4620009.00,CT,Montréal,4.27009,3488,1755,1665,0.268,695.0,965.0
4620010.00,CT,Montréal,0.93219,1428,786,741,0.313,310.0,430.0
4620011.00,CT,Montréal,1.24971,6280,2891,2847,0.174,1415.0,1430.0
4620012.01,CT,Montréal,0.23604,2416,1343,1302,0.37,155.0,1145.0
4620012.02,CT,Montréal,0.39672,4038,2145,2027,0.245,210.0,1815.0
4620013.00,CT,Montréal,1.08429,4824,2898,2717,0.195,940.0,1775.0
4620014.01,CT,Montréal,0.90619,6708,3814,3641,0.249,1295.0,2345.0
4620014.02,CT,Montréal,0.88102,10,9,4,,x,x
4620015.00,CT,Montréal,0.37537,4043,2267,2121,0.242,535.0,1585.0
4620016.00,CT,Montréal,0.51881,2514,1346,1205,0.376,280.0,895.0
4620017.00,CT,Montréal,0.22322,2050,1202,1157,0.35600000000000004,315.0,870.0
4620018.00,CT,Montréal,0.36726,1977,1218,1131,0.325,175.0,955.0
4620019.00,CT,Montréal,0.33668,2388,1425,1332,0.327,265.0,1065.0
4620021.00,CT,Montréal,0.44007,2976,1662,1536,0.402,125.0,1415.0
4620022.00,CT,Montréal,0.16973,1579,879,792,0.32299999999999995,140.0,655.0
4620023.00,CT,Montréal,0.3575,1255,737,683,0.499,135.0,585.0
4620024.00,CT,Montréal,0.27387,2601,1519,1424,0.33,245.0,1140.0
4620025.00,CT,Montréal,0.22474,3079,1612,1490,0.295,365.0,1120.0
4620026.00,CT,Montréal,0.1729,2300,1472,1362,0.342,380.0,985.0
4620027.00,CT,Montréal,0.09487,1620,971,892,0.384,180.0,715.0
4620028.00,CT,Montréal,0.15496,1974,1178,1088,0.34,140.0,945.0
4620029.00,CT,Montréal,0.39757,3721,2093,1988,0.321,360.0,1630.0
4620030.00,CT,Montréal,0.29932,3191,1939,1802,0.308,335.0,1465.0
4620031.00,CT,Montréal,0.25231,2619,1591,1487,0.267,340.0,1145.0
4620032.00,CT,Montréal,0.12693,1524,980,932,0.302,165.0,770.0
4620033.00,CT,Montréal,0.15745,1703,1012,941,0.282,200.0,740.0
4620034.00,CT,Montréal,0.2168,2519,1351,1275,0.376,370.0,910.0
4620035.00,CT,Montréal,0.18204,2000,1202,1144,0.324,100.0,1045.0
4620036.00,CT,Montréal,0.18516,2033,1260,1169,0.29100000000000004,230.0,935.0
4620037.00,CT,Montréal,0.50782,2996,1953,1877,0.17,285.0,1590.0
4620038.00,CT,Montréal,0.2152,2016,1037,1002,0.301,220.0,785.0
4620039.00,CT,Montréal,0.47191,1762,971,903,0.336,275.0,605.0
4620040.00,CT,Montréal,2.17548,0,0,0,,x,x
4620041.00,CT,Montréal,0.26224,1636,1085,982,0.272,155.0,825.0
4620042.00,CT,Montréal,0.10486,900,615,570,0.22899999999999998,180.0,390.0
4620043.00,CT,Montréal,0.34392,954,594,554,0.287,140.0,415.0
4620044.00,CT,Montréal,0.13623,2110,1315,1220,0.284,355.0,860.0
4620045.00,CT,Montréal,0.11753,1462,1021,942,0.297,140.0,800.0
4620046.00,CT,Montréal,0.16039,2013,1259,1184,0.213,290.0,895.0
4620047.00,CT,Montréal,0.11563,717,411,383,0.262,75.0,305.0
4620048.00,CT,Montréal,0.13992,1998,1235,1145,0.368,150.0,995.0
4620049.00,CT,Montréal,0.16404,1319,991,853,0.287,155.0,700.0
4620050.00,CT,Montréal,0.07109,1336,759,727,0.28600000000000003,95.0,630.0
4620051.00,CT,Montréal,0.21677,1349,914,776,0.312,110.0,645.0
4620052.00,CT,Montréal,0.13986,1911,1164,1055,0.205,165.0,890.0
4620053.00,CT,Montréal,0.10278,1008,858,683,0.315,295.0,410.0
4620054.00,CT,Montréal,0.15407,1082,650,573,0.35700000000000004,315.0,310.0
4620055.01,CT,Montréal,0.70994,4531,3312,2697,0.35700000000000004,1415.0,1280.0
4620055.02,CT,Montréal,1.34698,775,534,433,0.32799999999999996,360.0,55.0
4620056.00,CT,Montréal,0.2881,1562,932,772,0.348,130.0,640.0
4620057.00,CT,Montréal,0.14468,1320,766,614,0.424,175.0,450.0
4620058.00,CT,Montréal,0.15227,957,666,616,0.495,105.0,510.0
4620059.00,CT,Montréal,0.20241,1359,943,816,0.341,305.0,515.0
4620060.00,CT,Montréal,0.09016,1645,786,765,0.254,0.0,735.0
4620061.00,CT,Montréal,0.2161,607,446,343,0.35200000000000004,155.0,180.0
4620062.00,CT,Montréal,0.82956,2019,1671,1131,0.41,555.0,575.0
4620063.00,CT,Montréal,0.3618,397,242,195,0.361,0.0,185.0
4620064.00,CT,Montréal,0.23795,1968,1355,1064,0.325,330.0,735.0
4620065.01,CT,Montréal,0.13615,6762,4874,4308,0.281,220.0,4090.0
4620065.02,CT,Montréal,0.14746,2580,1857,1563,0.31,70.0,1495.0
4620066.01,CT,Montréal,0.2207,2778,1913,1562,0.321,295.0,1265.0
4620066.02,CT,Montréal,0.17618,1979,1456,1235,0.252,110.0,1125.0
4620067.00,CT,Montréal,0.15427,1726,881,810,0.261,260.0,550.0
4620068.00,CT,Montréal,0.1749,2128,716,704,0.239,40.0,665.0
4620069.00,CT,Montréal,0.69358,3894,2267,2058,0.3,1345.0,715.0
4620070.00,CT,Montréal,0.62216,2552,2447,1812,0.418,1145.0,670.0
4620071.00,CT,Montréal,0.46711,0,0,0,,x,x
4620072.00,CT,Montréal,2.58256,3513,1935,1773,0.196,465.0,1310.0
4620073.00,CT,Montréal,0.33272,1239,789,702,0.284,170.0,535.0
4620074.00,CT,Montréal,0.39779,3688,1879,1723,0.28,635.0,1090.0
4620075.00,CT,Montréal,0.31256,2746,1464,1353,0.386,240.0,1115.0
4620076.00,CT,Montréal,0.35089,2645,1462,1390,0.35100000000000003,365.0,1025.0
4620077.00,CT,Montréal,0.41852,2364,1073,1004,0.257,285.0,720.0
4620078.00,CT,Montréal,0.38531,3828,2118,1985,0.243,985.0,995.0
4620079.00,CT,Montréal,0.60693,4480,2629,2470,0.217,730.0,1745.0
4620080.00,CT,Montréal,0.09042,825,439,415,0.28600000000000003,130.0,275.0
4620081.00,CT,Montréal,0.26371,2997,1873,1765,0.228,550.0,1230.0
4620082.00,CT,Montréal,0.27322,1954,1066,970,0.315,115.0,855.0
4620083.00,CT,Montréal,0.42818,3248,1840,1689,0.31,440.0,1250.0
4620084.00,CT,Montréal,0.37045,2296,1264,1150,0.27699999999999997,275.0,880.0
4620085.00,CT,Montréal,1.18426,825,401,370,0.312,105.0,260.0
4620086.00,CT,Montréal,0.52302,3935,2193,2092,0.222,670.0,1420.0
4620087.00,CT,Montréal,0.25571,3416,1691,1574,0.406,575.0,1005.0
4620088.00,CT,Montréal,0.33379,3544,1990,1886,0.247,525.0,1360.0
4620089.00,CT,Montréal,0.51392,4937,2551,2443,0.31,870.0,1575.0
4620090.00,CT,Montréal,0.44807,4513,2252,2169,0.302,700.0,1470.0
4620091.00,CT,Montréal,1.06157,0,0,0,,x,x
4620092.00,CT,Montréal,0.56037,5998,2906,2779,0.17,985.0,1790.0
4620093.00,CT,Montréal,0.73459,3161,1637,1514,0.39799999999999996,525.0,980.0
4620094.01,CT,Montréal,1.7813,6120,3278,2984,0.23600000000000002,600.0,2380.0
4620094.02,CT,Montréal,1.88085,10,8,7,,x,x
4620095.00,CT,Montréal,0.22608,2018,1153,1052,0.37799999999999995,205.0,855.0
4620096.00,CT,Montréal,0.1864,2233,1193,1081,0.31,365.0,720.0
4620097.01,CT,Montréal,0.35291,6280,3480,3323,0.287,580.0,2745.0
4620097.02,CT,Montréal,0.39294,3630,2041,1882,0.14400000000000002,185.0,1695.0
4620098.00,CT,Montréal,1.02723,5440,2448,2296,0.205,1320.0,975.0
4620099.00,CT,Montréal,0.68903,5724,2825,2680,0.188,1315.0,1365.0
4620100.01,CT,Montréal,0.45896,4065,2028,1876,0.305,645.0,1230.0
4620100.02,CT,Montréal,0.35411,3486,1627,1443,0.127,515.0,930.0
4620101.01,CT,Montréal,0.35542,4089,2016,1860,0.237,625.0,1235.0
4620101.02,CT,Montréal,0.36341,3899,1704,1583,0.302,425.0,1160.0
4620102.00,CT,Montréal,0.59249,4089,2147,1901,0.26,885.0,1020.0
4620103.00,CT,Montréal,0.33938,2414,1113,1075,0.254,625.0,450.0
4620104.00,CT,Montréal,0.37777,2752,1142,1104,0.28600000000000003,720.0,385.0
4620105.00,CT,Montréal,0.3063,3329,1695,1579,0.193,715.0,865.0
4620106.00,CT,Montréal,0.22501,2037,996,947,0.263,335.0,615.0
4620107.00,CT,Montréal,0.16626,1455,870,761,0.313,165.0,600.0
4620108.00,CT,Montréal,0.56976,4168,1766,1630,0.26899999999999996,770.0,860.0
4620109.00,CT,Montréal,0.17553,2075,1128,1049,0.348,205.0,850.0
4620110.00,CT,Montréal,0.23887,3748,2096,1887,0.244,200.0,1685.0
4620111.00,CT,Montréal,0.73497,6746,3144,2850,0.22899999999999998,1115.0,1735.0
4620112.01,CT,Montréal,0.64273,5085,1854,1654,0.20800000000000002,510.0,1130.0
4620112.02,CT,Montréal,0.2803,4283,1949,1894,0.282,235.0,1660.0
4620113.00,CT,Montréal,0.5027,5464,2448,2290,0.256,710.0,1580.0
4620114.00,CT,Montréal,0.28598,2031,971,910,0.248,330.0,545.0
4620115.01,CT,Montréal,0.21858,2033,973,883,0.256,445.0,475.0
4620115.02,CT,Montréal,0.42737,5954,3831,3509,0.23,290.0,3215.0
4620116.00,CT,Montréal,0.63992,6816,3320,3036,0.26,410.0,2625.0
4620117.00,CT,Montréal,0.27245,4478,1613,1506,0.147,175.0,1335.0
4620118.00,CT,Montréal,0.29853,4453,1686,1577,0.205,315.0,1260.0
4620119.00,CT,Montréal,0.56732,6458,2515,2377,0.261,255.0,2120.0
4620120.01,CT,Mont-Royal,2.58728,3500,1616,1524,0.34,555.0,985.0
4620120.02,CT,Côte-Saint-Luc,0.19682,1079,459,451,0.37799999999999995,445.0,0.0
4620121.00,CT,Montréal,0.37563,1829,735,715,0.327,435.0,280.0
4620122.00,CT,Montréal,0.66705,6857,3354,3059,0.209,125.0,2935.0
4620123.00,CT,Montréal,0.41197,6368,3517,3125,0.228,250.0,2870.0
4620124.00,CT,Montréal,0.37997,5834,2849,2636,0.27899999999999997,320.0,2310.0
4620125.00,CT,Montréal,0.4677,6340,2871,2632,0.294,1115.0,1515.0
4620126.00,CT,Montréal,0.73563,2107,1125,911,0.384,210.0,700.0
4620127.01,CT,Montréal,0.48342,5339,3654,3193,0.29,375.0,2820.0
4620127.02,CT,Montréal,1.32742,5,4,3,,x,x
4620128.00,CT,Montréal,3.01603,3692,2181,1879,0.315,760.0,1120.0
4620129.01,CT,Montréal,0.28381,4108,2937,2390,0.345,715.0,1675.0
4620129.02,CT,Montréal,0.36278,3710,2994,2285,0.401,425.0,1860.0
4620130.00,CT,Montréal,0.15672,2974,2833,2087,0.299,270.0,1820.0
4620131.00,CT,Montréal,0.10239,3084,2619,2043,0.332,170.0,1880.0
4620132.00,CT,Montréal,0.26981,4903,3645,3090,0.255,225.0,2865.0
4620133.00,CT,Montréal,0.14636,2387,1714,1453,0.485,270.0,1205.0
4620134.00,CT,Montréal,0.08719,913,763,553,0.429,225.0,365.0
4620135.00,CT,Montréal,0.12042,1591,960,875,0.27899999999999997,320.0,555.0
4620136.00,CT,Montréal,0.18142,2729,1654,1448,0.402,445.0,1015.0
4620137.00,CT,Montréal,0.18509,1077,733,605,0.353,140.0,450.0
4620138.00,CT,Montréal,0.28223,2036,1201,1070,0.465,325.0,745.0
4620139.00,CT,Montréal,0.22172,3159,1877,1672,0.345,650.0,1025.0
4620140.00,CT,Montréal,0.11688,1380,749,696,0.252,320.0,370.0
4620141.00,CT,Montréal,0.12192,1633,945,868,0.258,345.0,525.0
4620142.00,CT,Montréal,0.10667,1585,960,878,0.35100000000000003,215.0,660.0
4620143.00,CT,Montréal,0.17205,2224,1573,1447,0.297,255.0,1155.0
4620144.00,CT,Montréal,0.1878,3336,2239,2010,0.281,630.0,1380.0
4620145.00,CT,Montréal,0.43966,0,0,0,,x,x
4620146.00,CT,Montréal,0.14211,2293,1535,1416,0.29,395.0,1020.0
4620147.00,CT,Montréal,0.16783,2638,1642,1513,0.24,425.0,1090.0
4620148.00,CT,Montréal,0.14474,1222,492,468,0.303,260.0,210.0
4620149.00,CT,Montréal,0.13874,3141,1922,1783,0.237,650.0,1130.0
4620150.00,CT,Montréal,0.16591,2433,1494,1381,0.32,275.0,1105.0
4620151.00,CT,Montréal,0.11575,2123,1176,1113,0.302,250.0,860.0
4620152.00,CT,Montréal,0.13782,1547,948,901,0.26899999999999996,205.0,695.0
4620153.00,CT,Montréal,0.2781,843,500,445,0.298,75.0,365.0
4620154.00,CT,Montréal,0.12596,616,409,378,0.188,95.0,280.0
4620155.00,CT,Montréal,0.10822,1707,1068,1022,0.263,185.0,835.0
4620156.00,CT,Montréal,0.13931,1902,1157,1105,0.262,285.0,820.0
4620157.00,CT,Montréal,0.16236,2099,1215,1154,0.22,390.0,770.0
4620158.00,CT,Montréal,0.14117,2044,1316,1235,0.255,355.0,880.0
4620159.00,CT,Montréal,0.12367,1805,1026,962,0.27399999999999997,380.0,580.0
4620160.00,CT,Montréal,0.12169,1707,1076,1019,0.22699999999999998,305.0,720.0
4620161.00,CT,Montréal,0.13892,1807,1029,966,0.295,250.0,715.0
4620162.00,CT,Montréal,0.09542,1598,999,915,0.248,285.0,630.0
4620163.00,CT,Montréal,0.20233,3020,1622,1466,0.34299999999999997,670.0,780.0
4620164.00,CT,Montréal,0.06972,1283,811,753,0.301,220.0,545.0
4620165.00,CT,Montréal,0.14822,2338,1261,1086,0.41200000000000003,190.0,865.0
4620166.00,CT,Montréal,0.23196,480,312,279,,x,x
4620167.00,CT,Montréal,0.20387,2457,1236,1133,0.44799999999999995,370.0,785.0
4620168.00,CT,Montréal,0.16845,2716,1218,1123,0.43799999999999994,340.0,760.0
4620169.00,CT,Montréal,0.14677,2105,1054,980,0.304,375.0,595.0
4620170.00,CT,Montréal,0.15587,2114,1125,1057,0.359,245.0,825.0
4620171.00,CT,Montréal,0.48111,4539,2702,2562,0.248,865.0,1695.0
4620172.00,CT,Montréal,0.20133,2200,1489,1409,0.239,315.0,1095.0
4620173.00,CT,Montréal,0.18567,1970,1215,1158,0.23,355.0,805.0
4620174.00,CT,Montréal,0.22837,2031,1255,1215,0.217,455.0,755.0
4620175.00,CT,Montréal,0.11808,2044,1164,1123,0.27899999999999997,480.0,640.0
4620176.00,CT,Montréal,0.1149,1551,931,887,0.195,155.0,735.0
4620177.00,CT,Montréal,0.09907,1189,737,699,0.231,190.0,505.0
4620178.00,CT,Montréal,0.28056,2297,1451,1363,0.22699999999999998,250.0,1115.0
4620179.00,CT,Montréal,0.49465,3703,2263,2161,0.261,365.0,1795.0
4620180.00,CT,Montréal,0.26351,3453,2013,1898,0.303,390.0,1510.0
4620181.00,CT,Montréal,0.33062,3570,2055,1958,0.21899999999999997,390.0,1570.0
4620182.00,CT,Montréal,0.13969,2154,1183,1142,0.25,310.0,835.0
4620183.00,CT,Montréal,0.13216,2205,1264,1226,0.273,265.0,965.0
4620184.00,CT,Montréal,0.21975,2910,1555,1492,0.247,435.0,1055.0
4620185.00,CT,Montréal,0.39661,5262,2964,2811,0.172,930.0,1885.0
4620186.00,CT,Montréal,0.37957,4422,2461,2356,0.265,475.0,1880.0
4620187.01,CT,Montréal,0.36489,2647,1505,1411,0.29600000000000004,270.0,1140.0
4620187.03,CT,Montréal,0.37983,4724,2607,2563,0.198,995.0,1570.0
4620187.04,CT,Montréal,0.75427,5011,2523,2464,0.195,1360.0,1105.0
4620188.01,CT,Montréal,0.14557,2108,1216,1150,0.297,315.0,830.0
4620188.02,CT,Montréal,0.22688,2564,1449,1380,0.184,315.0,1070.0
4620189.00,CT,Montréal,1.47637,0,0,0,,x,x
4620190.01,CT,Montréal,0.45972,3431,1930,1788,0.3,780.0,1010.0
4620190.02,CT,Montréal,1.04295,3581,1897,1831,0.203,885.0,950.0
4620191.00,CT,Montréal,1.67901,6178,3112,2952,0.17600000000000002,985.0,1970.0
4620192.00,CT,Montréal,0.78556,3221,1203,1176,0.146,790.0,370.0
4620193.00,CT,Montréal,0.26739,1978,962,919,0.196,410.0,510.0
4620194.00,CT,Montréal,1.19066,5859,2659,2571,0.162,1245.0,1320.0
4620195.01,CT,Montréal,0.54153,3336,1397,1334,0.272,435.0,900.0
4620195.02,CT,Montréal,0.5967,5349,2448,2336,0.21899999999999997,820.0,1515.0
4620195.03,CT,Montréal,0.90561,4956,2418,2287,0.19899999999999998,1020.0,1265.0
4620196.00,CT,Montréal,0.39926,4055,2281,2156,0.287,635.0,1520.0
4620197.00,CT,Montréal,0.59694,4815,2575,2422,0.209,625.0,1795.0
4620198.00,CT,Montréal,0.64179,4891,2629,2512,0.204,775.0,1730.0
4620199.00,CT,Montréal,0.22507,2605,1405,1340,0.193,370.0,970.0
4620200.00,CT,Montréal,0.31089,4380,2352,2230,0.126,570.0,1660.0
4620201.00,CT,Montréal,0.92732,7128,3837,3629,0.257,790.0,2835.0
4620202.00,CT,Montréal,0.6097,4292,2427,2299,0.21,620.0,1675.0
4620203.00,CT,Montréal,0.23778,2725,1559,1478,0.21899999999999997,505.0,975.0
4620204.00,CT,Montréal,0.23466,2693,1506,1432,0.257,455.0,980.0
4620205.00,CT,Montréal,0.17705,2069,1224,1162,0.275,465.0,700.0
4620206.00,CT,Montréal,0.23278,2539,1461,1373,0.272,450.0,925.0
4620207.00,CT,Montréal,0.25644,3295,1874,1805,0.28600000000000003,505.0,1300.0
4620208.00,CT,Montréal,0.20053,2456,1405,1302,0.268,500.0,805.0
4620209.00,CT,Montréal,0.66349,5572,3134,2932,0.193,675.0,2255.0
4620210.00,CT,Montréal,0.32663,3848,2265,2159,0.259,595.0,1560.0
4620211.00,CT,Montréal,0.17672,2277,1345,1289,0.21100000000000002,310.0,980.0
4620212.00,CT,Montréal,0.19487,2430,1414,1351,0.23399999999999999,435.0,915.0
4620213.00,CT,Montréal,0.19261,2528,1389,1309,0.255,380.0,930.0
4620214.00,CT,Montréal,0.25562,2575,1457,1384,0.228,300.0,1080.0
4620215.00,CT,Montréal,0.23137,2378,1352,1284,0.345,245.0,1035.0
4620216.00,CT,Montréal,0.32149,2197,1348,1254,0.264,215.0,1040.0
4620217.00,CT,Montréal,0.16073,2605,1502,1421,0.24,220.0,1200.0
4620218.00,CT,Montréal,0.28179,2865,1737,1615,0.297,280.0,1335.0
4620219.00,CT,Montréal,0.31553,2485,1528,1366,0.297,505.0,860.0
4620220.00,CT,Montréal,0.40794,5810,2900,2714,0.247,610.0,2100.0
4620221.00,CT,Montréal,0.32519,6346,2927,2721,0.294,470.0,2250.0
4620222.00,CT,Montréal,0.20099,3757,1626,1520,0.201,425.0,1105.0
4620223.01,CT,Montréal,0.14729,3955,1660,1497,0.28300000000000003,195.0,1290.0
4620223.02,CT,Montréal,0.19873,3276,1336,1247,0.255,275.0,955.0
4620224.00,CT,Montréal,0.37596,6139,2612,2409,0.21899999999999997,540.0,1870.0
4620225.00,CT,Montréal,0.64988,1394,694,636,0.159,265.0,370.0
4620226.00,CT,Montréal,0.25042,3030,1690,1549,0.226,440.0,1110.0
4620227.00,CT,Montréal,0.11694,1551,819,793,0.293,225.0,565.0
4620228.00,CT,Montréal,0.11308,1733,832,803,0.201,290.0,510.0
4620229.00,CT,Montréal,0.47293,0,0,0,,x,x
4620230.00,CT,Montréal,0.11818,1834,1020,957,0.20199999999999999,230.0,725.0
4620231.00,CT,Montréal,0.10435,1631,913,868,0.162,230.0,640.0
4620232.00,CT,Montréal,0.36424,3217,1779,1694,0.184,635.0,1060.0
4620233.00,CT,Montréal,0.10737,2042,1132,1078,0.18899999999999997,195.0,880.0
4620234.00,CT,Montréal,0.15022,2226,1279,1214,0.23,235.0,980.0
4620235.00,CT,Montréal,0.11838,1808,1030,973,0.214,275.0,695.0
4620236.00,CT,Montréal,0.10765,1772,1019,984,0.254,245.0,740.0
4620237.00,CT,Montréal,0.22222,3056,1615,1537,0.231,390.0,1150.0
4620238.00,CT,Montréal,0.16423,2333,1297,1228,0.29600000000000004,335.0,895.0
4620239.00,CT,Montréal,0.54659,4587,2578,2450,0.321,490.0,1960.0
4620240.00,CT,Montréal,0.30414,3068,1571,1492,0.35,400.0,1090.0
4620241.00,CT,Montréal,0.21434,2895,1442,1354,0.324,310.0,1045.0
4620242.00,CT,Montréal,0.37218,6180,3204,2965,0.284,700.0,2265.0
4620243.00,CT,Montréal,0.25381,4005,1847,1765,0.14,395.0,1370.0
4620244.00,CT,Montréal,0.17656,2109,1118,1086,0.17,185.0,900.0
4620245.00,CT,Montréal,0.22007,2793,1624,1563,0.22399999999999998,365.0,1205.0
4620247.00,CT,Montréal,0.19427,2212,1221,1175,0.275,390.0,790.0
4620249.00,CT,Montréal,0.53629,4098,2196,2073,0.304,770.0,1300.0
4620250.00,CT,Montréal,0.44743,3973,2015,1890,0.298,615.0,1275.0
4620251.01,CT,Montréal,0.46597,3775,1584,1535,0.19,415.0,1115.0
4620251.02,CT,Montréal,0.24947,2657,1286,1192,0.223,355.0,835.0
4620252.00,CT,Montréal,0.32806,5044,2341,2191,0.213,605.0,1585.0
4620253.00,CT,Montréal,0.45442,2997,1322,1258,0.221,425.0,835.0
4620254.00,CT,Montréal,0.62045,3931,1833,1731,0.23,625.0,1105.0
4620256.00,CT,Montréal,1.8574,3864,1598,1476,0.14800000000000002,585.0,890.0
4620257.00,CT,Montréal,1.33003,4622,1793,1694,0.24,455.0,1240.0
4620258.00,CT,Montréal,0.40103,4892,1809,1713,0.16,325.0,1385.0
4620259.00,CT,Montréal,0.36575,6065,2511,2314,0.21899999999999997,320.0,1995.0
4620260.00,CT,Montréal,0.54698,2317,906,838,0.13,215.0,625.0
4620261.00,CT,Montréal,0.62698,2820,1171,1096,0.203,330.0,770.0
4620262.00,CT,Montréal,0.74146,4593,1834,1714,0.23800000000000002,535.0,1180.0
4620263.00,CT,Montréal,0.75548,4027,1814,1731,0.237,630.0,1100.0
4620264.01,CT,Montréal,1.21501,5464,2437,2344,0.184,980.0,1360.0
4620264.02,CT,Montréal,0.89037,5019,3218,2685,0.12,1590.0,1095.0
4620265.00,CT,Montréal,0.47882,4402,2377,2170,0.242,805.0,1365.0
4620266.00,CT,Montréal,0.76071,3258,1859,1649,0.33,365.0,1285.0
4620267.00,CT,Montréal,1.10338,6030,2676,2508,0.26,960.0,1550.0
4620268.01,CT,Montréal,0.57657,6048,3248,3007,0.251,1565.0,1440.0
4620268.02,CT,Montréal,0.33308,3320,1412,1308,0.337,420.0,870.0
4620268.03,CT,Montréal,1.29566,5,5,4,,x,x
4620269.00,CT,Montréal,0.77417,3969,2013,1829,0.242,395.0,1440.0
4620270.00,CT,Montréal,0.67784,4369,2414,2233,0.257,765.0,1465.0
4620271.00,CT,Montréal,0.47913,3244,1581,1526,0.23199999999999998,735.0,790.0
4620272.00,CT,Montréal,0.49943,3748,1900,1841,0.268,595.0,1240.0
4620273.00,CT,Montréal,0.57821,4379,2320,2212,0.195,700.0,1510.0
4620274.00,CT,Montréal,0.4798,3040,1442,1354,0.307,475.0,880.0
4620275.00,CT,Montréal,0.6162,3983,2141,2012,0.267,695.0,1320.0
4620276.00,CT,Montréal,0.87167,5016,2659,2538,0.146,760.0,1780.0
4620277.00,CT,Montréal,0.54901,4403,2085,1967,0.198,480.0,1490.0
4620278.00,CT,Montréal,0.59082,4338,2236,2138,0.12,690.0,1455.0
4620279.00,CT,Montréal,0.93642,4166,2201,2070,0.256,735.0,1335.0
4620280.00,CT,Montréal,0.6008,4471,2256,2109,0.218,755.0,1350.0
4620281.00,CT,Montréal,1.07951,3557,1513,1458,0.21100000000000002,885.0,575.0
4620282.00,CT,Montréal,1.31609,6757,2891,2726,0.18899999999999997,1115.0,1610.0
4620283.01,CT,Montréal,0.60641,3612,1417,1363,0.268,785.0,595.0
4620283.02,CT,Montréal,0.47639,2823,1278,1204,0.251,575.0,630.0
4620284.00,CT,Montréal,0.58423,3362,1638,1563,0.28600000000000003,730.0,835.0
4620285.00,CT,Montréal,1.49814,6554,2437,2211,0.13699999999999998,1020.0,1195.0
4620286.00,CT,Montréal,0.79607,5321,2114,2008,0.149,755.0,1255.0
4620287.01,CT,Montréal,0.53788,6158,3174,2865,0.254,545.0,2315.0
4620287.02,CT,Montréal,1.11337,4494,1721,1629,0.251,920.0,710.0
4620288.00,CT,Montréal,1.88195,1581,414,407,0.314,390.0,0.0
4620290.01,CT,Montréal,1.18711,2245,924,893,0.254,635.0,260.0
4620290.02,CT,Montréal,1.72368,5934,2250,2194,0.114,1490.0,700.0
4620290.03,CT,Montréal,0.63693,4167,1771,1720,0.166,970.0,750.0
